Symbol,Name
1226.HK,CH INV FIN GP
1581.HK,PROGRESSIVE P
2270.HK,DESUN SERVICES
8482.HK,WAN LEADER
8126.HK,G. A. HOLDINGS
1740.HK,VALUES CULTURAL
2227.HK,SOLIS HOLDINGS
1152.HK,MOMENTUM FIN
1399.HK,VESON HLDG
2266.HK,LAI SI ENT
8111.HK,CT IND GROUP
1002.HK,V.S. INT'L
2336.HK,SHUOAO INTL
1792.HK,CMON
8280.HK,CDV HOLDINGS
8412.HK,NEW AMANTE
2031.HK,AUSUPREME
0889.HK,DATRONIX HOLD
8601.HK,BOLTEK
1575.HK,REGAL PARTNERS
0495.HK,PALADIN
8282.HK,GAMEONE
6633.HK,QINGCI GAMES
8372.HK,GBG HOLDINGS
0620.HK,DTXS SILK ROAD
0703.HK,FUTURE BRIGHT
8029.HK,IMPERIUM FIN GP
1633.HK,SHEUNG YUE GP
2177.HK,UNQ HOLDINGS
1323.HK,HUASHENG INTL
8356.HK,TSUN YIP HLDGS
3395.HK,JX ENERGY
0312.HK,SHIRBLE STORE
0413.HK,SC HOLDINGS
8290.HK,AHSAY BACKUP
8065.HK,KML TECH
2520.HK,SHANXI INSTALL
2325.HK,YUNKANG GROUP
0320.HK,COMPUTIME
8400.HK,ASIA PIONEER
1712.HK,DRAGON MINING
0542.HK,CN CULTURAL T&A
8072.HK,ROMA META GROUP
8292.HK,WORLDGATEGLOBAL
1536.HK,YUK WING GP
1543.HK,JOIN-SHARE
8305.HK,ALLUREFEM HLDG
1977.HK,ANALOGUE HLDGS
0704.HK,HUSCOKE HLDGS
1719.HK,CIL GROUP
2115.HK,CM HI-TECH
8286.HK,CCOE
8545.HK,AMUSE GROUP
0674.HK,CHINA TANGSHANG
0657.HK,G-VISION INT'L
0401.HK,WANJIA GROUP
0464.HK,CHINA IN-TECH
8462.HK,OMNIBRIDGE HLDG
8311.HK,PERFECT OPT
0554.HK,HANS ENERGY
0348.HK,CHINAHEALTHWISE
1975.HK,SUN HING PRINT
0072.HK,META MEDIA
1303.HK,HUILI RES
8203.HK,KAISUN HOLDINGS
0684.HK,ALLAN INT'L
8471.HK,REACH NEW HLDGS
1028.HK,C.BANNER
2211.HK,UNI HEALTH
0745.HK,CN CULTURE GP
8455.HK,LAI GROUP
8295.HK,KINGWISOFT TECH
2418.HK,DEEWIN
1931.HK,IVD MEDICAL
8310.HK,DAFENG PORT
8320.HK,AEC GROUP
0459.HK,LEGEND UPSTAR
1780.HK,RONGZUN INT'L H
1632.HK,MSCTECH
3326.HK,PERFECT GROUP
1615.HK,AB BUILDERS
6122.HK,JIUTAI RCB
8512.HK,HYFUSIN GROUP
3398.HK,CHINA TING
8431.HK,HAO BAI INTL
8547.HK,PACIFIC LEGEND
2165.HK,LING YUE SER GP
1420.HK,CHUAN HOLDING
8283.HK,ZHONGSHI MINAN
8201.HK,PPS INT'L
6816.HK,PROSPER CONS
1935.HK,JH EDUCATION
8620.HK,AE LOGISTICS
1486.HK,C CHENG HLDGS
2440.HK,HOWKINGTECH
8417.HK,DADI EDU
2239.HK,SMIT
8237.HK,LINK HOLDINGS
8100.HK,FAMOUS TECH INT
0776.HK,IMPERIUM TEC GP
0214.HK,ASIA ORIENT
1582.HK,CR CONSTRUCTION
8507.HK,I.CENTURY HLDG
2330.HK,CHINA UPTOWN
8147.HK,MILLENNIUM PG
2179.HK,RECBIO-B
0910.HK,CHINA SANDI
6999.HK,LEADING HLDGS
8402.HK,PLATEAU TL
6611.HK,SANXUN GROUP
2159.HK,MEDIWELCOME
0159.HK,BROCKMAN MINING
1629.HK,CHAMP ALLI INTL
8275.HK,CHINA NEW CONS
1489.HK,GC CONSTRUCTION
1305.HK,WAI CHI HOLD
1793.HK,WECON HOLDINGS
3318.HK,CHINA BOTON
8225.HK,C HEALTH GP
2023.HK,CHINA LUDAO
0383.HK,TIANAN MEDICARE
8067.HK,OUC HOLDINGS
8081.HK,HANG TAI YUE GP
2289.HK,CHARMACY PHAR
0487.HK,SUCCESSUNIVERSE
8480.HK,FURNIWEB
1746.HK,MAN SHUN GP
8347.HK,F8 ENT
1500.HK,INCON
2483.HK,K CASH
6911.HK,LANCANG TEA
0379.HK,EG LEASING
8172.HK,LAJIN ENT
1073.HK,DA YU FIN
1064.HK,ZHONG HUA INT'L
2167.HK,TI CLOUD
2215.HK,DEXIN SER GROUP
1552.HK,BHCC HOLDING
8291.HK,HK ENT INTL
2181.HK,MABPHARM-B
6188.HK,BJ DIGITAL
0643.HK,CARRY WEALTH
1417.HK,RIVERINE CHINA
0244.HK,SINCERE
3848.HK,HAOSEN FINTECH
8309.HK,MANSHING GLOBAL
8448.HK,UNI PRINTSHOP
8206.HK,S ROBOT EDU
8413.HK,ASIA GROCERY
8125.HK,ROYAL CEN RES
8319.HK,EXPERT SYS
0197.HK,HENG TAI
0851.HK,SHENG YUAN HLDG
0476.HK,EV DYNAMICS
1549.HK,EVER HARVEST GP
8460.HK,BASETROPHY GP
8422.HK,WT GROUP
1559.HK,KWAN ON HLDGS
6193.HK,TAILAM TECHCON
0602.HK,JIAHUA STORES H
8092.HK,ITE HOLDINGS
8189.HK,TEDA BIOMEDICAL
6113.HK,UTS MARKETING
0948.HK,ALPHA PRO HLDGS
1959.HK,CENT UNIT HLDG
0301.HK,SANVO CHEMICALS
6838.HK,WINOX
8406.HK,CHINA ORAL IND
8429.HK,SV VISION
0234.HK,NEW CENTURY GP
1046.HK,UNIVERSE ENT
8337.HK,DIRECTEL
2110.HK,TIAN CHENG HLDG
1421.HK,KINGBO STRIKE
1869.HK,KAFELAKU COFFEE
0422.HK,VMEP HOLDINGS
0355.HK,CENTURY C INT'L
1332.HK,TOUYUN BIOTECH
1968.HK,HINGTEX HLDGS
8050.HK,QUANTUM THINK
2482.HK,LOGORY
8621.HK,METROPOLIS CAP
0132.HK,HING YIP HLDGS
1416.HK,CTR HOLDINGS
8217.HK,WMHW
8005.HK,YUXING INFOTECH
1556.HK,CHINNEY KW
8033.HK,VODATEL NETWORK
2102.HK,TAK LEE MACH
1577.HK,HUIXIN CREDIT
1669.HK,GIC GROUP
2310.HK,TIMES UNI GP
0768.HK,UBA INVESTMENTS
3893.HK,CROSSTEC
8493.HK,DRAGON KING GP
8146.HK,GRACEWINE
3689.HK,KANGHUA HEALTH
8473.HK,MI MING MART
3938.HK,LFG INV HLDGS
8401.HK,STREAM IDEAS
8027.HK,KPM HOLDING
1058.HK,NAMYUE HOLDINGS
1825.HK,STERLING GP
8211.HK,ZHEJIANG YONGAN
8241.HK,YING KEE TEA
0862.HK,VISION VALUES
3363.HK,ZHENGYE INT'L
1845.HK,WG ENV TECH
1752.HK,TOP EDUCATION
1545.HK,DESIGN CAPITAL
8296.HK,SINO-LIFE GROUP
1750.HK,REM GROUP HLDGS
8057.HK,MADISON HLDG
2528.HK,FW FASHION INT
8210.HK,DLC ASIA
1166.HK,SOLARTECH INT'L
2226.HK,HONWORLD GP
1583.HK,QINQIN FOODS
8028.HK,TIMELESS
8006.HK,SINO SPLENDID
8076.HK,SING LEE
0485.HK,CHINASINOSTAR
1241.HK,SHUANGHUA H
8425.HK,HING MING HLDGS
8208.HK,WMCH GLOBAL
8232.HK,CLASSIFIED GP
0846.HK,MINGFA GROUP
0888.HK,BISON FINANCE
1182.HK,SUCCESS DRAGON
0209.HK,WINSHINE SCI
0707.HK,ATV HOLDINGS
0351.HK,ASIA ENERGY LOG
0025.HK,CHEVALIER INT'L
0028.HK,TIAN AN
0051.HK,HARBOUR CENTRE
0060.HK,HK FOOD INV
0079.HK,CENTURY LEGEND
0093.HK,ZERO FINTECH
0094.HK,GREENHEART GP
0099.HK,WONG'S INT'L
0114.HK,HERALD HOLD
0115.HK,GRAND FIELD GP
0117.HK,TIANLI HOLDINGS
0118.HK,COSMOS MACH
0130.HK,MOISELLE INT'L
0157.HK,NATURAL BEAUTY
0158.HK,MELBOURNE ENT
0174.HK,GEMINI INV
0180.HK,KADER HOLDINGS
0181.HK,FUJIAN HOLDINGS
0183.HK,WINFULL GP
0186.HK,NIMBLE HOLDINGS
0216.HK,CHINNEY INV
0219.HK,SHUNHO PROPERTY
0224.HK,PIONEER GLOBAL
0229.HK,RAYMOND IND
0237.HK,SAFETY GODOWN
0247.HK,TST PROPERTIES
0248.HK,HKC INT'L HOLD
0251.HK,SEA HOLDINGS
0252.HK,SE ASIA PPT
0253.HK,SHUNHO HOLDINGS
0266.HK,TIAN TECK LAND
0277.HK,TERN PROPERTIES
0287.HK,WINFAIR INV
0294.HK,YANGTZEKIANG
0311.HK,LUEN THAI
0326.HK,CHINA STAR ENT
0333.HK,TOP FORM INT'L
0352.HK,FORTUNE SUN
0368.HK,SUPERLAND GROUP
0372.HK,PT INTL DEV
0374.HK,FOUR SEAS MER
0375.HK,YGM TRADING
0377.HK,CHINA HUAJUN GP
0387.HK,LEEPORT(HOLD)
0403.HK,STARLITE HOLD
0406.HK,YAU LEE HOLD
0411.HK,LAM SOON (HK)
0426.HK,ONE MEDIA GROUP
0430.HK,ORIENTAL EXPL
0442.HK,DOMAINE POWER
0455.HK,TIANDA PHARMA
0458.HK,TRISTATE HOLD
0483.HK,BAUHAUS INT'L
0499.HK,QINGDAO HLDGS
0513.HK,CONTINENTAL H
0515.HK,CHINASILVER TEC
0519.HK,APPLIED DEV
0529.HK,SIS INT'L
0544.HK,DAIDO GROUP
0557.HK,TIANYUAN HEALTH
0567.HK,DAISHOMICROLINE
0599.HK,E. BON HOLDINGS
0613.HK,PLANETREE INT'L
0617.HK,PALIBURG HOLD
0641.HK,CHTC FONG'S INT
0645.HK,ARES ASIA
0646.HK,CHINA ENV TEC
0653.HK,BONJOUR HOLD
0676.HK,PEGASUS INT'L
0685.HK,MEDIA CHINESE
0693.HK,TAN CHONG INT'L
0701.HK,CNT GROUP
0723.HK,RELIANCE GLO HL
0725.HK,PERENNIAL INT'L
0738.HK,LE SAUNDA
0764.HK,ETERNITY INV
0770.HK,SHANGHAI GROWTH
0794.HK,COME SURE GROUP
0797.HK,7ROAD
0834.HK,KANGDA FOOD
0840.HK,TIANYE WATER
0859.HK,ZHONGCHANG INTL
0864.HK,WING LEE PPT
0871.HK,CH DREDG ENV
0896.HK,HANISON
0899.HK,ZHONG JIA GX
0924.HK,KHOON GROUP
0926.HK,BESUNYEN
0938.HK,MAN SANG INT'L
0974.HK,SKL
1000.HK,BEIJING MEDIA
1005.HK,MATRIX HOLDINGS
1008.HK,LITU HOLDINGS
1009.HK,INT'L ENT
1026.HK,UNIVERSAL TECH
1027.HK,CHINA JICHENG
1039.HK,CHANGYOU ALLI
1047.HK,NGAI HING HONG
1100.HK,MAINLAND HOLD
1102.HK,ENVIRO ENERGY
1105.HK,SING TAO
1118.HK,GOLIK HOLDINGS
1120.HK,ARTS OPTICAL
1125.HK,LAI FUNG HOLD
1127.HK,LION ROCK GROUP
1145.HK,COURAGE INV
1160.HK,GOLDSTONE CAP
1173.HK,VEEKO INT'L
1198.HK,ROYALE HOME
1213.HK,MOBICON GROUP
1221.HK,SINO HOTELS
1231.HK,NEWTON RES
1232.HK,GW TIANDI
1259.HK,PROSPER FUTURE
1285.HK,JIASHILI GP
1298.HK,YUNNAN ENERGY
1321.HK,CHINA NEWCITY
1362.HK,SIS MOBILE
1370.HK,AOWEI HOLDING
1379.HK,WENLING MCT
1389.HK,MAJOR HLDGS
1443.HK,FULUM GP HLDG
1447.HK,SFK
1451.HK,MS GROUP HLDGS
1452.HK,DENOX ENV
1459.HK,JUJIANG CONS
1463.HK,C-LINK SQ
1488.HK,BEST FOOD HLDG
1496.HK,AP RENTALS
1527.HK,TENGY ENV
1538.HK,ZHONG AO HOME
1542.HK,TAIZHOU WATER
1546.HK,THELLOY DEV
1547.HK,IBI GROUP HLDGS
1553.HK,MAIKE TUBE
1560.HK,STAR GROUP ASIA
1561.HK,PAN ASIA DATA H
1570.HK,WEIYE HOLDINGS
1580.HK,DA SEN HLDGS
1587.HK,SHINEROAD INTL
1596.HK,YICHEN IND
1597.HK,NATURE ENERGY T
1608.HK,VPOWER GROUP
1620.HK,CINESE INTL
1621.HK,VICO INTL HLDGS
1631.HK,REF HOLDINGS
1637.HK,SH GROUP HLDG
1656.HK,ISDN HOLDINGS
1657.HK,SG GROUP HLDGS
1660.HK,ZHAOBANGJI LIFE
1667.HK,DIMMI LIFE HLDG
1673.HK,HUAZHANG TECH
1692.HK,TOWNRAY HLDGS
1693.HK,BGMC
1702.HK,DONGGUANG CHEM
1707.HK,GEOTECH HLDGS
1711.HK,ULFERTS
1716.HK,MOST KWAI CHUNG
1721.HK,FSM HOLDINGS
1722.HK,KIN PANG HLDGS
1730.HK,LHN
1732.HK,XIANGXING INT
1747.HK,HOME CONTROL
1748.HK,XIN YUAN ENT
1759.HK,SINO GAS HLDGS
1775.HK,BEXCELLENT GP
1782.HK,IB DIGITAL TECH
1790.HK,TIL ENVIRO
1803.HK,BJ SPORTS & ENT
1817.HK,MULSANNE GROUP
1826.HK,FDB HOLDINGS
1832.HK,SAI LEISURE
1835.HK,REALWAY CAPITAL
1841.HK,A.PLUS GROUP
1847.HK,GHPC
1853.HK,CHUNCHENG HEAT
1861.HK,PRECIOUS DRAGON
1867.HK,STD DEV GROUP
1891.HK,HENG HUP
1897.HK,MILLIONHOPE IND
1903.HK,JBB BUILDERS
1915.HK,TAIHE M-FIN
1932.HK,CPM GROUP
1933.HK,ONEFORCE HLDGS
1936.HK,RITAMIX
1939.HK,TOKYO CHUO
1948.HK,UJU HOLDING
1955.HK,JOHNSON HLDGS
1960.HK,TBKS HLDGS
1971.HK,RSUN SER
1983.HK,LUZHOU BANK
1993.HK,ASIARAY
2017.HK,CHANHIGH
2033.HK,TIME WATCH
2108.HK,K2 F&B
2113.HK,CENTURY GP INTL
2132.HK,LANDRICH HLDG
2152.HK,SUXIN SERVICES
2178.HK,PETRO-KING
2180.HK,MANPOWER GRC
2182.HK,TIAN CHANG GP
2193.HK,MAN KING HOLD
2199.HK,REGINA MIRACLE
2230.HK,MEDIALINK GROUP
2258.HK,WATTS INT'L
2262.HK,SLD GROUP
2292.HK,THING ON ENT
2295.HK,MAXICITY
2317.HK,VEDAN INT'L
2340.HK,ISP HOLDINGS
2352.HK,DOWELL SERVICE
2361.HK,SINOHEALTH HLDG
2383.HK,TOM GROUP
2391.HK,TUYA-W
2409.HK,SEACON
2420.HK,ZIBUYU
2436.HK,LX TECHNOLOGY
2558.HK,JINSHANG BANK
2623.HK,ADD NEW ENERGY
2663.HK,KPA-BM HLDGS
2668.HK,PAK TAK INT'L
2682.HK,YUN LEE MARINE
2700.HK,GREEN INTL HLDG
2863.HK,GOLDEN FAITH GP
2892.HK,MILLION CITIES
2981.HK,TRENDZON H-OLD
2983.HK,SHUN WO GP-OLD
3348.HK,CHINA PENGFEI
3390.HK,TYCOON GROUP
3626.HK,HSSP INTL
3628.HK,RENHENG ENT
3638.HK,HUABANG TECH
3683.HK,GREAT HARVEST
3768.HK,DCWT
3778.HK,CHINA WEAVING
3822.HK,SAM WOO CONS
3869.HK,HOSPITAL CORP
3878.HK,VICON HOLDINGS
3903.HK,HANHUA FIN
3919.HK,GOLDENPOWER
3963.HK,RONGZHONG FIN
3997.HK,TSO
3999.HK,DACHAN FOOD
4332.HK,AMGEN-T
4333.HK,CISCO-T
4335.HK,INTEL-T
4336.HK,APPL MATERIAL-T
4337.HK,STARBUCKS-T
4338.HK,MICROSOFT-T
4619.HK,BOC 20USDPREF
4620.HK,ICBC 20USDPREF
4621.HK,CINDA 21USDPREF
4801.HK,INTERRA ACQ Z25
4827.HK,VISION DEAL Z24
4836.HK,AQUILA ACQ Z25
4841.HK,HK ACQ Z25
4855.HK,TECHSTARACQ Z25
6080.HK,WING CHI HLDGS
6083.HK,WORLD-LINK LOG
6133.HK,VITAL INNO
6163.HK,GEMILANG INTL
6182.HK,TWINTEK
6190.HK,BANKOFJIUJIANG
6661.HK,HUZHOU GAS
6663.HK,IWS GROUP
6805.HK,KIMOU ENVIRON
6812.HK,WINSON HLDGS HK
6822.HK,KING'S FLAIR
6858.HK,HONMAGOLF
6933.HK,SINO-ENTERTAIN
6966.HK,C WAN TONG YUAN
7801.HK,INTERRA ACQ-Z
7827.HK,VISION DEAL-Z
7836.HK,AQUILA ACQ-Z
7841.HK,HK ACQ-Z
7855.HK,TECHSTARACQ-Z
8003.HK,GREAT WORLD
8013.HK,ECI TECH
8019.HK,HAO WEN HLDGS
8023.HK,KWONG MAN KEE
8030.HK,FENGYINHE
8031.HK,ETS GROUP
8035.HK,JANCO HOLDINGS
8039.HK,CHINA COME RIDE
8040.HK,COOLPOINT INNO
8042.HK,KOS INTL
8043.HK,ATLINKS
8056.HK,LIFECONCEPT-NEW
8066.HK,PHOENITRON HOLD
8070.HK,KEEN OCEAN
8073.HK,SFSY NEW MAT
8080.HK,NAS HOLDINGS
8082.HK,SUNNY SIDE UP
8087.HK,CHINA 33MEDIA
8091.HK,OOH HOLDINGS
8096.HK,TASTY CONCEPTS
8106.HK,SHENGHUA LANDE
8112.HK,CORNERSTONE FIN
8113.HK,V&V TECH
8115.HK,SHANGHAI QINGPU
8128.HK,CHYY GP
8131.HK,ABC MULTIACTIVE
8133.HK,JISHENG GP HLDG
8139.HK,CHANGAN RH
8140.HK,BOSATECH
8143.HK,GF HEALTHCARE
8149.HK,ALTUS HLDGS
8152.HK,M&L HOLDINGS
8160.HK,GOLDWAY EDU
8161.HK,MEDINET GROUP
8162.HK,LOCO HK
8163.HK,NOIZ GROUP
8168.HK,AMASSE CAPITAL
8169.HK,ECO-TEK HLDGS
8173.HK,HEPHAESTUS HLDG
8181.HK,SHISHI SERVICES
8188.HK,GME GROUP
8193.HK,ASIAPAC FIN INV
8198.HK,CRYPTO FLOW
8200.HK,SAU SAN TONG
8205.HK,JIAODA WITHUB
8218.HK,ECHO INT HOLD
8219.HK,HANVEY GROUP
8226.HK,KOALA FIN GP
8239.HK,CAPITAL FIN
8246.HK,ZHONGHUA GAS
8247.HK,BIOSINO BIO-TEC
8249.HK,RUIYUAN IC TECH
8269.HK,WEALTH GLORY
8271.HK,GDC
8277.HK,STEEDORIENTAL
8281.HK,CH GOLD CLASSIC
8285.HK,SLING GROUP
8293.HK,SINGASIA HLDG
8307.HK,MEDICSKIN
8308.HK,GUDOU HLDGS
8313.HK,ZACD
8315.HK,CEN PLAZA HOTEL
8317.HK,FINET GROUP
8321.HK,TAI KAM HLDGS
8326.HK,TK NEW ENERGY
8329.HK,NEP INTERLONG
8331.HK,P.B. GROUP
8341.HK,AESO HOLDING
8357.HK,REPUBLIC HC
8362.HK,WINNING TOWER
8370.HK,ZHI SHENG GP
8375.HK,VERTICAL INT'L
8377.HK,HARBOUR EQUINE
8379.HK,PRIME INTEL
8392.HK,SATU HOLDINGS
8395.HK,QI-HOUSE
8403.HK,DOWWAY
8405.HK,HANG CHI HLDG
8411.HK,K W NELSON GP
8419.HK,AV PROMOTIONS
8423.HK,CHI HO DEV
8427.HK,SK TARGET
8428.HK,CBK HOLDINGS
8430.HK,C&N HOLDINGS
8432.HK,BAR PACIFIC
8439.HK,SOMERLEY CAP
8445.HK,NOBLE ENG GP
8447.HK,MS CONCEPT
8452.HK,FY FINANCIAL
8456.HK,MANSION INTL
8472.HK,LAPCO HOLDINGS
8475.HK,E-STATION GTECH
8483.HK,MAX SIGHT GROUP
8495.HK,1957 & CO.
8501.HK,SANBASE CORP
8502.HK,OCEAN LINE PORT
8510.HK,TOPSTANDARDCORP
8511.HK,MIN FU INTL
8516.HK,GRAND TALENTS
8521.HK,WEBX INTL HLDGS
8532.HK,POLYFAIR HLDGS
8535.HK,VISTAR HOLDINGS
8537.HK,CHONG FAI JEWEL
8559.HK,LIFECONCEPT-OLD
8565.HK,MIN FU INTL
8603.HK,FAMEGLOW
8611.HK,MINDTELL TECH
8613.HK,ORIENTAL PAY
8616.HK,SUNRAY ENG GP
8622.HK,HUAKANG BIOMED
8623.HK,CHINA SAFTOWER
8635.HK,NOVACON TECH
8657.HK,TRUE PARTNER
8668.HK,YING HAI GROUP
9677.HK,WEIHAI BANK
9689.HK,JTF INTL
9882.HK,BEST LINKING
9900.HK,GAIN PLUS HLDGS
9906.HK,HONLIV HEALTH
9916.HK,XINGYE WULIAN
9918.HK,WISE ALLY INTL
9938.HK,WAH WO HOLDINGS
9963.HK,TRANSTECH
9998.HK,KWAN YONG
80737.HK,BAY AREA DEV-R
